LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,HOSPITALBED,TOT,1000HAB,A,2013,4.18,
NLD,HOSPITALBED,TOT,1000HAB,A,2015,3.52,
NLD,HOSPITALBED,TOT,1000HAB,A,2016,3.44,
NLD,HOSPITALBED,TOT,1000HAB,A,2017,3.32,P
NLD,HOSPITALBED,ACUTE,1000HAB,A,1990,3.73,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1991,3.66,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1992,3.63,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1993,3.55,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1994,3.38,B
NLD,HOSPITALBED,ACUTE,1000HAB,A,1995,3.31,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1996,3.25,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1997,3.25,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1998,3.22,
NLD,HOSPITALBED,ACUTE,1000HAB,A,1999,3.17,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2000,3.05,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2001,2.91,B
NLD,HOSPITALBED,ACUTE,1000HAB,A,2002,2.97,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2003,2.92,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2004,2.91,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2005,2.86,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2006,3.18,B
NLD,HOSPITALBED,ACUTE,1000HAB,A,2007,3.17,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2008,3.1,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2009,3.06,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2010,2.85,B
NLD,HOSPITALBED,ACUTE,1000HAB,A,2011,2.79,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2012,3.65,B
NLD,HOSPITALBED,ACUTE,1000HAB,A,2013,3.61,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2015,3.04,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2016,3,
NLD,HOSPITALBED,ACUTE,1000HAB,A,2017,2.92,P
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1990,1.78,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1991,1.77,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1992,1.75,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1993,1.75,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1994,1.73,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1995,1.71,B
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1996,1.72,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1997,1.71,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1998,1.66,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1999,1.65,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2000,1.56,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2001,1.54,B
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2002,1.4,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2003,1.39,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2004,1.36,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2005,1.41,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2006,1.37,B
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2007,1.35,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2008,1.37,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2009,1.39,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2012,1.26,B
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2013,1.27,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2015,0.99,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2016,0.97,
NLD,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2017,0.91,P
NZL,HOSPITALBED,TOT,1000HAB,A,2009,2.41,
NZL,HOSPITALBED,TOT,1000HAB,A,2010,2.75,
NZL,HOSPITALBED,TOT,1000HAB,A,2011,2.82,
NZL,HOSPITALBED,TOT,1000HAB,A,2012,2.83,
NZL,HOSPITALBED,TOT,1000HAB,A,2013,2.78,
NZL,HOSPITALBED,TOT,1000HAB,A,2014,2.75,
NZL,HOSPITALBED,TOT,1000HAB,A,2015,2.71,
NZL,HOSPITALBED,TOT,1000HAB,A,2016,2.73,
NZL,HOSPITALBED,TOT,1000HAB,A,2017,2.71,
NZL,HOSPITALBED,TOT,1000HAB,A,2018,2.61,
NZL,HOSPITALBED,ACUTE,1000HAB,A,2009,2.41,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2010,2.75,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2011,2.82,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2012,2.83,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2013,2.78,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2014,2.72,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2015,2.69,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2016,2.72,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2017,2.69,D
NZL,HOSPITALBED,ACUTE,1000HAB,A,2018,2.59,D
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2009,0.14,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2010,0.22,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2011,0.2,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2012,0.2,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2013,0.17,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2014,0.23,B
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2015,0.24,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2016,0.31,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2017,0.3,
NZL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2018,0.3,
NOR,HOSPITALBED,TOT,1000HAB,A,1980,7.27,
NOR,HOSPITALBED,TOT,1000HAB,A,1985,5.97,
NOR,HOSPITALBED,TOT,1000HAB,A,1986,5.87,
NOR,HOSPITALBED,TOT,1000HAB,A,1987,5.75,
NOR,HOSPITALBED,TOT,1000HAB,A,1988,5.4,
NOR,HOSPITALBED,TOT,1000HAB,A,1989,4.96,
NOR,HOSPITALBED,TOT,1000HAB,A,1990,4.67,
NOR,HOSPITALBED,TOT,1000HAB,A,1991,4.35,
NOR,HOSPITALBED,TOT,1000HAB,A,1992,4.21,
NOR,HOSPITALBED,TOT,1000HAB,A,1993,4.12,
NOR,HOSPITALBED,TOT,1000HAB,A,1994,4.08,
NOR,HOSPITALBED,TOT,1000HAB,A,1995,4.02,
NOR,HOSPITALBED,TOT,1000HAB,A,1996,3.97,
NOR,HOSPITALBED,TOT,1000HAB,A,1997,3.95,
NOR,HOSPITALBED,TOT,1000HAB,A,1998,3.92,
NOR,HOSPITALBED,TOT,1000HAB,A,1999,3.89,
NOR,HOSPITALBED,TOT,1000HAB,A,2000,3.8,
NOR,HOSPITALBED,TOT,1000HAB,A,2001,3.82,
NOR,HOSPITALBED,TOT,1000HAB,A,2002,4.99,B
NOR,HOSPITALBED,TOT,1000HAB,A,2003,4.99,
NOR,HOSPITALBED,TOT,1000HAB,A,2004,5.25,
NOR,HOSPITALBED,TOT,1000HAB,A,2005,5.16,
NOR,HOSPITALBED,TOT,1000HAB,A,2006,5.03,
NOR,HOSPITALBED,TOT,1000HAB,A,2007,4.86,
NOR,HOSPITALBED,TOT,1000HAB,A,2008,4.64,
NOR,HOSPITALBED,TOT,1000HAB,A,2009,4.52,
NOR,HOSPITALBED,TOT,1000HAB,A,2010,4.3,
NOR,HOSPITALBED,TOT,1000HAB,A,2011,4.19,
NOR,HOSPITALBED,TOT,1000HAB,A,2012,3.97,
NOR,HOSPITALBED,TOT,1000HAB,A,2013,3.86,
NOR,HOSPITALBED,TOT,1000HAB,A,2014,3.84,
NOR,HOSPITALBED,TOT,1000HAB,A,2015,3.76,
NOR,HOSPITALBED,TOT,1000HAB,A,2016,3.68,
NOR,HOSPITALBED,TOT,1000HAB,A,2017,3.6,
NOR,HOSPITALBED,ACUTE,1000HAB,A,1980,7.27,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1985,5.97,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1986,5.87,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1987,5.75,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1988,5.4,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1989,4.96,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1990,4.67,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1991,4.35,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1992,4.21,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1993,4.12,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1994,4.08,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1995,4.02,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1996,3.97,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1997,3.95,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1998,3.92,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,1999,3.89,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2000,3.8,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2001,3.82,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2002,4.39,
NOR,HOSPITALBED,ACUTE,1000HAB,A,2003,4.35,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2004,4.62,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2005,4.58,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2006,4.5,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2007,4.36,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2008,4.12,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2009,4,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2010,3.81,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2011,3.79,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2012,3.55,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2013,3.45,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2014,3.43,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2015,3.36,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2016,3.29,D
NOR,HOSPITALBED,ACUTE,1000HAB,A,2017,3.2,D
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1980,1.92,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1985,1.27,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1986,1.22,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1987,1.23,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1988,1.18,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1989,1.05,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1990,0.89,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1991,0.81,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1992,0.77,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1993,0.77,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1994,0.73,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1995,0.71,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1996,0.69,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1997,0.69,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1998,0.72,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1999,0.71,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2000,0.69,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2001,0.73,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2002,1.27,B
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2003,1.23,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2004,1.52,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2005,1.55,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2006,1.53,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2007,1.48,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2008,1.4,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2009,1.37,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2010,1.34,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2011,1.3,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2012,1.21,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2013,1.16,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2014,1.16,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2015,1.14,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2016,1.11,
NOR,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2017,1.07,
POL,HOSPITALBED,TOT,1000HAB,A,2003,6.68,
POL,HOSPITALBED,TOT,1000HAB,A,2004,6.67,
POL,HOSPITALBED,TOT,1000HAB,A,2005,6.52,
POL,HOSPITALBED,TOT,1000HAB,A,2006,6.47,
POL,HOSPITALBED,TOT,1000HAB,A,2007,6.42,
POL,HOSPITALBED,TOT,1000HAB,A,2008,6.62,B
POL,HOSPITALBED,TOT,1000HAB,A,2009,6.65,
POL,HOSPITALBED,TOT,1000HAB,A,2010,6.61,
POL,HOSPITALBED,TOT,1000HAB,A,2011,6.63,
POL,HOSPITALBED,TOT,1000HAB,A,2012,6.63,B
POL,HOSPITALBED,TOT,1000HAB,A,2013,6.61,
POL,HOSPITALBED,TOT,1000HAB,A,2014,6.63,
POL,HOSPITALBED,TOT,1000HAB,A,2015,6.63,
POL,HOSPITALBED,TOT,1000HAB,A,2016,6.64,
POL,HOSPITALBED,TOT,1000HAB,A,2017,6.62,
POL,HOSPITALBED,ACUTE,1000HAB,A,1960,4.56,
POL,HOSPITALBED,ACUTE,1000HAB,A,1961,4.65,
POL,HOSPITALBED,ACUTE,1000HAB,A,1962,4.73,
POL,HOSPITALBED,ACUTE,1000HAB,A,1963,4.8,
POL,HOSPITALBED,ACUTE,1000HAB,A,1964,4.87,
POL,HOSPITALBED,ACUTE,1000HAB,A,1965,4.91,
POL,HOSPITALBED,ACUTE,1000HAB,A,1966,5.04,
POL,HOSPITALBED,ACUTE,1000HAB,A,1967,5.07,
POL,HOSPITALBED,ACUTE,1000HAB,A,1968,5.1,
POL,HOSPITALBED,ACUTE,1000HAB,A,1969,5.14,
POL,HOSPITALBED,ACUTE,1000HAB,A,1970,5.12,
POL,HOSPITALBED,ACUTE,1000HAB,A,1980,5.57,
POL,HOSPITALBED,ACUTE,1000HAB,A,1985,5.66,
POL,HOSPITALBED,ACUTE,1000HAB,A,1986,5.65,
POL,HOSPITALBED,ACUTE,1000HAB,A,1987,5.67,
POL,HOSPITALBED,ACUTE,1000HAB,A,1988,6.13,
POL,HOSPITALBED,ACUTE,1000HAB,A,1989,6.06,
POL,HOSPITALBED,ACUTE,1000HAB,A,1990,6.33,
POL,HOSPITALBED,ACUTE,1000HAB,A,1991,6.3,
POL,HOSPITALBED,ACUTE,1000HAB,A,1992,6.21,
POL,HOSPITALBED,ACUTE,1000HAB,A,1993,5.84,
POL,HOSPITALBED,ACUTE,1000HAB,A,1994,5.81,
POL,HOSPITALBED,ACUTE,1000HAB,A,1995,5.76,
POL,HOSPITALBED,ACUTE,1000HAB,A,1996,5.73,
POL,HOSPITALBED,ACUTE,1000HAB,A,1997,5.64,
POL,HOSPITALBED,ACUTE,1000HAB,A,1998,5.53,
POL,HOSPITALBED,ACUTE,1000HAB,A,1999,5.3,
POL,HOSPITALBED,ACUTE,1000HAB,A,2000,5.15,
POL,HOSPITALBED,ACUTE,1000HAB,A,2001,5.07,
POL,HOSPITALBED,ACUTE,1000HAB,A,2002,4.89,
POL,HOSPITALBED,ACUTE,1000HAB,A,2003,4.86,B
POL,HOSPITALBED,ACUTE,1000HAB,A,2004,4.79,
POL,HOSPITALBED,ACUTE,1000HAB,A,2005,4.69,
POL,HOSPITALBED,ACUTE,1000HAB,A,2006,4.65,
POL,HOSPITALBED,ACUTE,1000HAB,A,2007,4.62,
POL,HOSPITALBED,ACUTE,1000HAB,A,2008,4.41,B
POL,HOSPITALBED,ACUTE,1000HAB,A,2009,4.39,
POL,HOSPITALBED,ACUTE,1000HAB,A,2010,4.98,B
POL,HOSPITALBED,ACUTE,1000HAB,A,2011,4.95,
POL,HOSPITALBED,ACUTE,1000HAB,A,2012,4.96,B
POL,HOSPITALBED,ACUTE,1000HAB,A,2013,4.94,
POL,HOSPITALBED,ACUTE,1000HAB,A,2014,4.95,
POL,HOSPITALBED,ACUTE,1000HAB,A,2015,4.91,
POL,HOSPITALBED,ACUTE,1000HAB,A,2016,4.92,
POL,HOSPITALBED,ACUTE,1000HAB,A,2017,4.85,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2003,0.71,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2004,0.69,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2005,0.67,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2006,0.68,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2007,0.67,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2008,0.65,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2009,0.64,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2010,0.63,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2011,0.64,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2012,0.64,B
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2013,0.64,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2014,0.65,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2015,0.65,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2016,0.66,
POL,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2017,0.65,
PRT,HOSPITALBED,TOT,1000HAB,A,1985,3.96,
PRT,HOSPITALBED,TOT,1000HAB,A,1986,3.95,
PRT,HOSPITALBED,TOT,1000HAB,A,1987,4.02,
PRT,HOSPITALBED,TOT,1000HAB,A,1988,4.02,
PRT,HOSPITALBED,TOT,1000HAB,A,1989,4.07,
PRT,HOSPITALBED,TOT,1000HAB,A,1990,4.05,
PRT,HOSPITALBED,TOT,1000HAB,A,1991,4.01,
PRT,HOSPITALBED,TOT,1000HAB,A,1992,4.01,
PRT,HOSPITALBED,TOT,1000HAB,A,1993,3.95,
PRT,HOSPITALBED,TOT,1000HAB,A,1994,3.93,
PRT,HOSPITALBED,TOT,1000HAB,A,1995,3.92,
PRT,HOSPITALBED,TOT,1000HAB,A,1996,3.98,
PRT,HOSPITALBED,TOT,1000HAB,A,1997,3.93,
PRT,HOSPITALBED,TOT,1000HAB,A,1998,3.86,
PRT,HOSPITALBED,TOT,1000HAB,A,1999,3.74,B
PRT,HOSPITALBED,TOT,1000HAB,A,2000,3.71,
PRT,HOSPITALBED,TOT,1000HAB,A,2001,3.65,
PRT,HOSPITALBED,TOT,1000HAB,A,2002,3.57,
PRT,HOSPITALBED,TOT,1000HAB,A,2003,3.58,
PRT,HOSPITALBED,TOT,1000HAB,A,2004,3.59,
PRT,HOSPITALBED,TOT,1000HAB,A,2005,3.56,
PRT,HOSPITALBED,TOT,1000HAB,A,2006,3.48,
PRT,HOSPITALBED,TOT,1000HAB,A,2007,3.44,
PRT,HOSPITALBED,TOT,1000HAB,A,2008,3.39,
PRT,HOSPITALBED,TOT,1000HAB,A,2009,3.37,
PRT,HOSPITALBED,TOT,1000HAB,A,2010,3.37,
PRT,HOSPITALBED,TOT,1000HAB,A,2011,3.37,
PRT,HOSPITALBED,TOT,1000HAB,A,2012,3.41,
PRT,HOSPITALBED,TOT,1000HAB,A,2013,3.39,
PRT,HOSPITALBED,TOT,1000HAB,A,2014,3.32,
PRT,HOSPITALBED,TOT,1000HAB,A,2015,3.37,
PRT,HOSPITALBED,TOT,1000HAB,A,2016,3.39,
PRT,HOSPITALBED,TOT,1000HAB,A,2017,3.39,
PRT,HOSPITALBED,ACUTE,1000HAB,A,1999,3.69,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2000,3.66,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2001,3.59,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2002,3.51,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2003,3.53,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2004,3.53,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2005,3.49,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2006,3.41,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2007,3.36,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2008,3.33,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2009,3.3,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2010,3.29,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2011,3.3,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2012,3.34,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2013,3.32,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2014,3.25,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2015,3.23,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2016,3.25,
PRT,HOSPITALBED,ACUTE,1000HAB,A,2017,3.25,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1985,0.85,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1986,0.9,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1987,0.91,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1988,0.88,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1989,0.88,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1990,0.88,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1991,0.86,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1992,0.73,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1993,0.72,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1994,0.72,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1995,0.72,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1996,0.73,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1997,0.7,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1998,0.68,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,1999,0.79,B
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2000,0.77,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2001,0.75,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2002,0.71,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2003,0.72,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2004,0.72,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2005,0.71,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2006,0.7,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2007,0.69,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2008,0.67,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2009,0.66,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2010,0.64,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2011,0.64,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2012,0.62,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2013,0.65,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2014,0.63,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2015,0.64,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2016,0.64,
PRT,HOSPITALBED,PSYCHIATRIC,1000HAB,A,2017,0.64,
SVK,HOSPITALBED,TOT,1000HAB,A,1996,8.32,
SVK,HOSPITALBED,TOT,1000HAB,A,1997,8.15,
SVK,HOSPITALBED,TOT,1000HAB,A,1998,8.04,
SVK,HOSPITALBED,TOT,1000HAB,A,1999,7.95,
SVK,HOSPITALBED,TOT,1000HAB,A,2000,7.86,
SVK,HOSPITALBED,TOT,1000HAB,A,2001,7.67,
SVK,HOSPITALBED,TOT,1000HAB,A,2002,7.57,
SVK,HOSPITALBED,TOT,1000HAB,A,2003,7.25,
SVK,HOSPITALBED,TOT,1000HAB,A,2004,6.91,
SVK,HOSPITALBED,TOT,1000HAB,A,2005,6.79,
SVK,HOSPITALBED,TOT,1000HAB,A,2006,6.73,
SVK,HOSPITALBED,TOT,1000HAB,A,2007,6.78,
SVK,HOSPITALBED,TOT,1000HAB,A,2008,6.59,
SVK,HOSPITALBED,TOT,1000HAB,A,2009,6.54,
SVK,HOSPITALBED,TOT,1000HAB,A,2010,6.46,
SVK,HOSPITALBED,TOT,1000HAB,A,2011,6.05,
SVK,HOSPITALBED,TOT,1000HAB,A,2012,5.91,
SVK,HOSPITALBED,TOT,1000HAB,A,2013,5.8,
SVK,HOSPITALBED,TOT,1000HAB,A,2014,5.79,
SVK,HOSPITALBED,TOT,1000HAB,A,2015,5.75,
SVK,HOSPITALBED,TOT,1000HAB,A,2016,5.78,
SVK,HOSPITALBED,TOT,1000HAB,A,2017,5.82,
SVK,HOSPITALBED,ACUTE,1000HAB,A,1996,6.94,
SVK,HOSPITALBED,ACUTE,1000HAB,A,1997,6.76,
SVK,HOSPITALBED,ACUTE,1000HAB,A,1998,6.62,
SVK,HOSPITALBED,ACUTE,1000HAB,A,1999,6.58,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2000,6.4,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2001,6.18,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2002,6.11,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2003,5.8,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2004,5.53,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2005,5.67,B
SVK,HOSPITALBED,ACUTE,1000HAB,A,2006,5.55,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2007,5.6,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2008,5.54,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2009,5.46,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2010,5.4,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2011,5.13,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2012,5.03,
SVK,HOSPITALBED,ACUTE,1000HAB,A,2013,4.92,
